Source,Target,Weight
214879806,76641934,1
33005296,76641934,1
231507262,193719666,1
13243260,126672774,1
4359360,9099004,1
4359360,19453966,1
58896010,118324668,1
23136922,73605384,1
92182056,41994388,1
92182056,38516264,1
92182056,119654342,1
41994388,38516264,1
41994388,119654342,1
41994388,96390980,1
41994388,36227598,1
43970746,7496632,1
162690450,182627108,1
26434676,42571072,1
26434676,20144966,1
26434676,43316022,1
26434676,29123582,1
26434676,168684490,1
231752388,210907226,1
8326640,576672,1
16870358,30185492,1
16870358,17732740,1
29015912,21885166,1
176085942,30424732,1
176085942,180205214,1
63331410,39392004,1
63331410,155204184,1
63331410,19832938,1
63331410,162496928,1
63331410,191902914,1
63331410,72367014,1
47658068,21251652,1
47658068,15219112,1
47658068,7564444,1
47658068,25305136,1
19792566,17598734,1
117200394,201520648,1
117200394,43381606,1
117200394,169323192,1
117200394,194860626,1
117200394,117203152,1
201520648,43381606,1
201520648,169323192,1
194464964,223363322,1
8891872,8862860,1
45732590,195098686,1
76630582,115604086,1
76630582,24311110,1
76630582,12095664,1
115604086,24311110,1
115604086,12095664,1
224064962,145131552,1
112261466,232452946,1
60911834,20533348,1
155538644,97581896,1
18279594,87881716,1
18279594,65238078,1
87881716,65238078,1
194572752,194568620,1
80781592,116162064,1
156162160,52028938,1
156162160,121944156,1
130924538,161713210,1
113808774,10904796,1
6054856,231809884,1
151286770,9803210,1
119697182,48597942,1
14684992,58154738,1
154342710,116720864,1
154342710,119614274,1
116720864,119614274,1
116720864,143411196,1
193270642,172368008,1
69509418,21549814,1
69509418,34064902,1
87408536,59520234,1
215874108,222073286,1
215874108,215750634,1
215874108,215736574,1
215874108,215767430,1
215874108,215861612,1
215874108,215885782,1
215874108,222120026,1
215874108,215820630,1
215874108,215869660,1
215874108,222274022,1
215874108,222114456,1
215874108,215834524,1
215874108,31790340,1
215874108,222089414,1
215874108,215762996,1
215874108,215904530,1
215874108,222254366,1
215874108,215797494,1
215874108,222068188,1
215874108,222137696,1
215874108,210589686,1
215874108,119599780,1
222073286,215750634,1
222073286,215736574,1
222073286,215767430,1
222073286,215861612,1
222073286,215885782,1
222073286,222120026,1
222073286,215820630,1
222073286,215869660,1
222073286,222274022,1
222073286,222114456,1
222073286,215834524,1
222073286,31790340,1
222073286,222089414,1
222073286,215762996,1
222073286,215904530,1
222073286,222254366,1
222073286,215797494,1
222073286,222068188,1
222073286,222137696,1
215750634,215736574,1
215750634,215767430,1
215750634,215861612,1
215750634,215885782,1
215750634,222120026,1
215750634,215820630,1
215750634,215869660,1
215750634,222274022,1
215750634,222114456,1
215750634,215834524,1
215750634,31790340,1
215750634,222089414,1
215750634,215762996,1
215750634,215904530,1
215750634,222254366,1
215750634,215797494,1
215750634,222068188,1
215750634,222137696,1
215736574,215767430,1
215736574,215861612,1
215736574,215885782,1
215736574,222120026,1
215736574,215820630,1
215736574,215869660,1
215736574,222274022,1
215736574,222114456,1
215736574,215834524,1
215736574,31790340,1
215736574,222089414,1
215736574,215762996,1
215736574,215904530,1
215736574,222254366,1
215736574,215797494,1
215736574,222068188,1
215736574,222137696,1
215767430,215861612,1
215767430,215885782,1
215767430,222120026,1
215767430,215820630,1
215767430,215869660,1
215767430,222274022,1
215767430,222114456,1
215767430,215834524,1
215767430,31790340,1
215767430,222089414,1
215767430,215762996,1
215767430,215904530,1
215767430,222254366,1
215767430,215797494,1
215767430,222068188,1
215767430,222137696,1
215767430,210589686,1
215767430,119599780,1
215861612,215885782,1
215861612,222120026,1
215861612,215820630,1
215861612,215869660,1
215861612,222274022,1
215861612,222114456,1
215861612,215834524,1
215861612,31790340,1
215861612,222089414,1
215861612,215762996,1
215861612,215904530,1
215861612,222254366,1
215861612,215797494,1
215861612,222068188,1
215861612,222137696,1
215861612,221113522,1
215861612,154718792,1
215861612,155160626,1
215885782,222120026,1
215885782,215820630,1
215885782,215869660,1
215885782,222274022,1
215885782,222114456,1
215885782,215834524,1
215885782,31790340,1
215885782,222089414,1
215885782,215762996,1
215885782,215904530,1
215885782,222254366,1
215885782,215797494,1
215885782,222068188,1
215885782,222137696,1
222120026,215820630,1
222120026,215869660,1
222120026,222274022,1
222120026,222114456,1
222120026,215834524,1
222120026,31790340,1
222120026,222089414,1
222120026,215762996,1
222120026,215904530,1
222120026,222254366,1
222120026,215797494,1
222120026,222068188,1
222120026,222137696,1
215820630,215869660,1
215820630,222274022,1
215820630,222114456,1
215820630,215834524,1
215820630,31790340,1
215820630,222089414,1
215820630,215762996,1
215820630,215904530,1
215820630,222254366,1
215820630,215797494,1
215820630,222068188,1
215820630,222137696,1
215869660,222274022,1
215869660,222114456,1
215869660,215834524,1
215869660,31790340,1
215869660,222089414,1
215869660,215762996,1
215869660,215904530,1
215869660,222254366,1
215869660,215797494,1
215869660,222068188,1
215869660,222137696,1
215869660,221113522,1
215869660,154718792,1
215869660,155160626,1
222274022,222114456,1
222274022,215834524,1
222274022,31790340,1
222274022,222089414,1
222274022,215762996,1
222274022,215904530,1
222274022,222254366,1
222274022,215797494,1
222274022,222068188,1
222274022,222137696,1
222274022,179264232,1
222114456,215834524,1
222114456,31790340,1
222114456,222089414,1
222114456,215762996,1
222114456,215904530,1
222114456,222254366,1
222114456,215797494,1
222114456,222068188,1
222114456,222137696,1
222114456,114855758,1
215834524,31790340,1
215834524,222089414,1
215834524,215762996,1
215834524,215904530,1
215834524,222254366,1
215834524,215797494,1
215834524,222068188,1
215834524,222137696,1
31790340,222089414,1
31790340,215762996,1
31790340,215904530,1
31790340,222254366,1
31790340,215797494,1
31790340,222068188,1
31790340,222137696,1
222089414,215762996,1
222089414,215904530,1
222089414,222254366,1
222089414,215797494,1
222089414,222068188,1
222089414,222137696,1
215762996,215904530,1
215762996,222254366,1
215762996,215797494,1
215762996,222068188,1
215762996,222137696,1
215904530,222254366,1
215904530,215797494,1
215904530,222068188,1
215904530,222137696,1
222254366,215797494,1
222254366,222068188,1
222254366,222137696,1
215797494,222068188,1
215797494,222137696,1
222068188,222137696,1
73719392,78446150,1
73719392,43612750,1
73719392,25865404,1
89009862,101141506,1
89009862,77305376,1
101141506,77305376,1
135771990,71281828,1
135771990,92697156,1
135771990,132207864,1
135771990,211704846,1
71281828,92697156,1
71281828,200413482,1
71281828,132207864,1
56797646,201106230,1
72156332,154721596,1
72156332,46744982,1
170238882,12159430,1
170238882,119474570,1
12159430,119474570,1
9190930,110973840,1
116236444,28350552,1
116247484,41792234,1
26172780,75300372,1
179585460,115926598,1
179585460,127993406,1
179585460,11860298,1
179585460,90766252,1
38919646,88261634,1
38919646,86903342,1
38919646,123418464,1
118676404,9703208,1
118676404,120192678,1
118676404,177778882,1
9703208,120192678,1
9703208,177778882,1
120192678,177778882,1
136577974,184234254,1
136577974,134552712,1
184234254,134552712,1
4414392,4806482,1
54326636,53728866,1
147647174,216393084,1
207742708,210649028,1
144224964,57049562,1
106469010,94431850,1
104324806,105656658,1
104324806,69923774,1
104324806,65593434,1
105656658,69923774,1
69923774,65593434,1
225920272,95117720,1
29544364,30998626,1
181608068,105446064,1
181608068,228111946,1
167428370,128396032,1
167428370,123803732,1
43984470,143174128,1
163869538,20950066,1
20950066,25028032,1
56001846,50497102,1
9119104,35642226,1
33784440,5373280,1
33784440,17914834,1
33784440,160538424,1
5373280,17914834,1
5373280,160538424,1
11179822,18849204,1
8321824,41931138,1
2486820,61464278,1
2486820,130281192,1
58158908,152733580,1
58158908,115423084,1
51745166,30293324,1
40408410,39982378,1
27773460,95651934,1
232290250,199302926,1
10226710,152198024,1
10226710,91863710,1
152198024,91863710,1
140787396,38141570,1
49908596,73370288,1
125359094,155734578,1
125359094,125309050,1
58492842,4771188,1
58492842,85504148,1
4771188,85504148,1
4771188,20185260,1
71557168,45391902,1
45722664,42603488,1
12393024,155197300,1
155064256,130163624,1
155064256,155075980,1
23955558,230007750,1
46186152,91129482,1
46186152,232620602,1
91129482,232620602,1
33643500,64630478,1
17169092,189702202,1
17169092,39561380,1
77639168,181694892,1
16132744,9471164,1
16358142,8566574,1
16358142,80376158,1
16358142,70046704,1
16358142,111934272,1
16358142,111933512,1
16358142,124561388,1
16358142,195186884,1
8566574,80376158,1
8566574,70046704,1
8566574,111934272,1
8566574,111933512,1
8566574,124561388,1
8566574,195186884,1
8566574,49322478,1
80376158,70046704,1
94116762,21933486,1
110541870,66037132,1
110541870,164339578,1
110541870,128012768,1
90277252,43880406,1
67640404,59004374,1
67640404,220793918,1
43456710,104416022,1
26378010,38544512,1
26378010,16723646,1
26378010,26378144,1
38544512,16723646,1
191477302,191726816,1
38895118,36461712,1
29267890,34889682,1
9423362,11129928,1
9423362,6205402,1
9423362,9259384,1
11129928,6205402,1
159685190,210541482,1
159685190,207676550,1
35353144,42300104,1
35353144,38617574,1
42300104,38617574,1
56817338,17110134,1
21244040,55581414,1
21244040,146637716,1
21244040,139688738,1
21244040,48276436,1
22820734,45339602,1
171710532,216391262,1
169355116,173118748,1
28832864,131952128,1
35075590,45402196,1
35075590,11270808,1
35075590,11768166,1
45402196,11270808,1
45402196,11768166,1
11270808,11768166,1
46589876,103712948,1
190513790,7330438,1
31369590,9686744,1
31369590,168778164,1
28417082,32005634,1
28417082,24932480,1
32005634,24932480,1
32005634,53989158,1
7907588,14166352,1
7907588,58258640,1
4756936,13845382,1
4756936,78210104,1
163819800,181954412,1
163819800,80801250,1
181954412,80801250,1
22104962,185249888,1
22104962,71579080,1
185249888,71579080,1
131866750,134124108,1
3099526,7200646,1
3099526,144459604,1
7200646,144459604,1
216474444,220011044,1
216474444,220575180,1
216474444,216085080,1
216474444,231242262,1
216474444,230227218,1
216474444,230118534,1
216474444,231239192,1
216474444,223025920,1
220011044,220575180,1
220011044,224738094,1
220011044,171194704,1
220011044,203294294,1
220011044,231244000,1
220011044,46712310,1
220011044,140115830,1
220011044,225490660,1
220011044,216085080,1
220011044,223025920,1
69008132,97662560,1
69008132,199797356,1
69008132,170660388,1
69008132,1831442,1
3277338,3463142,1
3277338,17320740,1
61729956,164433428,1
61729956,136843234,1
61729956,98533318,1
61729956,129317690,1
61729956,81481730,1
164433428,136843234,1
136843234,98533318,1
136843234,129317690,1
136843234,81481730,1
73645692,79715130,1
73645692,16081706,1
73645692,22488138,1
73645692,67113244,1
129380612,39687032,1
129380612,162987604,1
129380612,162988936,1
129380612,193698696,1
129380612,194472498,1
39687032,162987604,1
129880782,45268566,1
129880782,146317306,1
45268566,146317306,1
58847912,54011648,1
70095556,71555012,1
64388512,9564742,1
10082088,37206694,1
10082088,26888650,1
37206694,26888650,1
24898330,143657944,1
77239150,74006612,1
77239150,14409478,1
9564652,12336436,1
27673642,15388570,1
151608530,99798664,1
198032398,131673268,1
46315156,42122652,1
36031974,9983166,1
47428772,11637856,1
30508858,119641334,1
161660448,152868266,1
163155688,157497430,1
20504122,22594792,1
48695164,83271058,1
48695164,23792918,1
48695164,56564368,1
19181448,19867098,1
14944814,15123056,1
14944814,127993914,1
13021148,3739008,1
198877192,62184636,1
153310214,84568226,1
153310214,139381742,1
153310214,231552786,1
153310214,232552194,1
84568226,139381742,1
84568226,231552786,1
84568226,232552194,1
15413532,125172034,1
68904104,79147896,1
18551178,13929182,1
226298436,197436860,1
226400922,46490280,1
225812036,92803554,1
225812036,229592710,1
225812036,211109688,1
225812036,234544994,1
151868338,102418384,1
151868338,104438176,1
102418384,104438176,1
60585060,23649190,1
60585060,137738406,1
23649190,137738406,1
69230680,19317702,1
69230680,103638472,1
144930876,118708848,1
13365030,13997106,1
13365030,39686300,1
28007062,31072858,1
28007062,73582900,1
28007062,229353758,1
28007062,64544632,1
28007062,73104748,1
28007062,73056070,1
28007062,72624976,1
28007062,168158274,1
28007062,231286692,1
49644866,128595254,1
49644866,99326422,1
15330460,89790474,1
72791648,17538780,1
81678534,81673666,1
81678534,36574448,1
81673666,36574448,1
81673666,81683562,1
116314276,116294400,1
116294400,88644848,1
116294400,87801634,1
116294400,168302008,1
116294400,219668112,1
113281580,157634830,1
113281580,97129344,1
155311074,60527734,1
155311074,163699056,1
60527734,163699056,1
127444298,43668268,1
80917294,21889528,1
63648854,57714670,1
127735614,2888738,1
56503222,108764968,1
56503222,124309960,1
56503222,55632164,1
56503222,209917704,1
56503222,183453996,1
108764968,124309960,1
108764968,55632164,1
108764968,209917704,1
108764968,183453996,1
124309960,55632164,1
124309960,209917704,1
124309960,183453996,1
55632164,209917704,1
55632164,183453996,1
133585386,100182232,1
133585386,65244924,1
133585386,204263452,1
133585386,100182148,1
133585386,204263370,1
133585386,84855598,1
133585386,67351510,1
100182232,65244924,1
100182232,204263452,1
100182232,100182148,1
100182232,204263370,1
100182232,84855598,1
100182232,67351510,1
65244924,204263452,1
65244924,100182148,1
65244924,204263370,1
65244924,84855598,1
65244924,67351510,1
204263452,100182148,1
204263452,204263370,1
204263452,84855598,1
204263452,67351510,1
100182148,204263370,1
100182148,84855598,1
100182148,67351510,1
204263370,84855598,1
204263370,67351510,1
84855598,67351510,1
24360526,110402,1
24360526,5596542,1
163741040,229551938,1
163741040,202238314,1
229551938,202238314,1
119776416,119417660,1
119776416,187537498,1
9850786,47666522,1
9850786,9850784,1
9850786,11588482,1
9850786,56323976,1
9850786,32057516,1
9850786,54464650,1
9850786,53894354,1
9850786,4237312,1
9850786,30619010,1
9850786,7550964,1
9850786,1831442,1
9850786,103274006,1
9850786,36375196,1
9850786,6158130,1
9850786,43167440,1
9850786,7429186,1
9850786,31322300,1
9850786,47021836,1
9850786,16503692,1
9850786,137532462,1
160308076,89429846,1
160308076,6882796,1
89429846,6882796,1
4597986,7027364,1
4597986,196456274,1
4597986,7031570,1
4597986,31766134,1
4597986,23062630,1
7027364,196456274,1
7027364,7031570,1
7027364,31766134,1
7027364,23062630,1
196456274,7031570,1
196456274,23062630,1
196456274,31766134,1
58765674,215805428,1
58765674,206637104,1
12224998,107285628,1
38329178,223852912,1
38329178,181907384,1
223852912,181907384,1
128950822,136408462,1
2325674,45455366,1
2325674,11990120,1
222368188,57736368,1
71899752,58215540,1
71899752,35643488,1
58215540,35643488,1
186318592,26283436,1
186318592,22494492,1
186318592,153238710,1
186318592,153236072,1
186318592,38705434,1
186318592,219200706,1
186318592,131806648,1
99188180,123974166,1
99188180,128947528,1
60572534,230952684,1
36135660,205897368,1
36135660,142866004,1
36135660,23303394,1
178024160,182183500,1
10013628,77562978,1
45414100,47224786,1
20908632,7018074,1
20908632,122700656,1
20908632,30657688,1
7018074,122700656,1
7018074,30657688,1
122700656,30657688,1
28149928,224552050,1
99048938,125212262,1
205334784,183454498,1
205334784,205195960,1
205334784,205282880,1
164110290,107758140,1
164110290,164683928,1
164110290,164106158,1
164110290,164415202,1
164110290,131784046,1
5722280,224703630,1
118555018,179466500,1
216700002,96634166,1
125310646,167438740,1
30069158,127780486,1
89718250,212616758,1
90144240,133498940,1
90144240,113944656,1
90144240,144373320,1
90144240,193037076,1
90144240,157457354,1
90144240,161831084,1
90144240,88443084,1
90144240,151400820,1
39623234,106840618,1
39623234,39164196,1
39623234,26667228,1
106840618,39164196,1
106840618,26667228,1
51316800,72932454,1
51316800,49333574,1
66625624,14146284,1
79388414,149873818,1
79388414,204724368,1
79388414,145632568,1
14794032,9875410,1
109992818,104051158,1
109992818,168866518,1
66670092,54108214,1
99226812,35163946,1
38714630,10185350,1
224456198,232565416,1
224456198,107878214,1
232565416,107878214,1
107525400,85639982,1
204016354,206880902,1
204016354,154498686,1
204016354,58578384,1
204016354,106010800,1
204016354,223140648,1
204016354,193162948,1
204016354,164835878,1
204016354,142520834,1
204016354,83908152,1
204016354,230690634,1
204016354,235064130,1
204016354,204016292,1
204016354,204016916,1
204016354,166133294,1
206880902,154498686,1
206880902,58578384,1
206880902,106010800,1
206880902,223140648,1
206880902,193162948,1
206880902,164835878,1
206880902,142520834,1
206880902,83908152,1
206880902,230690634,1
206880902,235064130,1
206880902,155574772,1
206880902,206879956,1
154498686,58578384,1
154498686,106010800,1
154498686,223140648,1
154498686,193162948,1
154498686,164835878,1
154498686,142520834,1
154498686,83908152,1
154498686,230690634,1
154498686,235064130,1
154498686,119675798,1
154498686,194295108,1
154498686,194289224,1
154498686,134117838,1
154498686,153864472,1
154498686,150396026,1
58578384,106010800,1
58578384,223140648,1
58578384,193162948,1
58578384,164835878,1
58578384,142520834,1
58578384,83908152,1
58578384,230690634,1
58578384,235064130,1
58578384,20462838,1
58578384,62866020,1
58578384,233084674,1
106010800,223140648,1
106010800,193162948,1
106010800,164835878,1
106010800,142520834,1
106010800,83908152,1
106010800,230690634,1
106010800,235064130,1
106010800,18090214,1
106010800,63966980,1
106010800,107822320,1
106010800,191305622,1
106010800,162272734,1
223140648,193162948,1
223140648,164835878,1
223140648,142520834,1
223140648,83908152,1
223140648,230690634,1
223140648,235064130,1
193162948,164835878,1
193162948,142520834,1
193162948,83908152,1
193162948,230690634,1
193162948,235064130,1
193162948,193176840,1
164835878,142520834,1
164835878,83908152,1
164835878,230690634,1
164835878,235064130,1
164835878,164843800,1
164835878,165500472,1
164835878,164961906,1
164835878,165179614,1
164835878,165160770,1
164835878,165271140,1
164835878,165168876,1
164835878,164773994,1
164835878,165479410,1
142520834,83908152,1
142520834,230690634,1
142520834,235064130,1
83908152,230690634,1
83908152,235064130,1
83908152,78250454,1
83908152,102169002,1
230690634,235064130,1
230690634,122324162,1
230690634,179991746,1
230690634,226771510,1
230690634,233960752,1
230690634,229993900,1
45255240,107561656,1
45255240,188016322,1
45255240,90203026,1
45255240,40290998,1
45255240,61172214,1
45255240,169114680,1
45255240,188244370,1
45255240,119487068,1
45255240,42503962,1
45255240,28977474,1
45255240,34121510,1
45255240,85793416,1
45255240,174878952,1
45255240,113016248,1
45255240,77767170,1
45255240,135535124,1
45255240,90473728,1
45255240,189800200,1
45255240,107785488,1
45255240,67719830,1
45255240,170566,1
45255240,55383326,1
45255240,192932592,1
45255240,37686856,1
45255240,192053728,1
45255240,124621620,1
45255240,24882254,1
107561656,188016322,1
107561656,90203026,1
107561656,40290998,1
107561656,61172214,1
107561656,169114680,1
107561656,188244370,1
107561656,119487068,1
107561656,42503962,1
107561656,28977474,1
107561656,34121510,1
107561656,85793416,1
107561656,174878952,1
107561656,113016248,1
107561656,77767170,1
107561656,135535124,1
107561656,90473728,1
107561656,189800200,1
107561656,107785488,1
107561656,67719830,1
107561656,170566,1
107561656,55383326,1
107561656,192932592,1
107561656,37686856,1
107561656,192053728,1
107561656,124621620,1
107561656,24882254,1
188016322,90203026,1
188016322,40290998,1
188016322,61172214,1
188016322,169114680,1
188016322,188244370,1
188016322,119487068,1
188016322,42503962,1
188016322,28977474,1
188016322,34121510,1
188016322,85793416,1
188016322,174878952,1
188016322,113016248,1
188016322,77767170,1
188016322,135535124,1
188016322,90473728,1
188016322,189800200,1
188016322,107785488,1
188016322,67719830,1
188016322,170566,1
188016322,55383326,1
188016322,192932592,1
188016322,37686856,1
188016322,192053728,1
188016322,124621620,1
188016322,24882254,1
188016322,153416648,1
188016322,188380668,1
188016322,202555918,1
90203026,40290998,1
90203026,61172214,1
90203026,169114680,1
90203026,188244370,1
90203026,119487068,1
90203026,42503962,1
90203026,28977474,1
90203026,34121510,1
90203026,85793416,1
90203026,174878952,1
90203026,113016248,1
90203026,77767170,1
90203026,135535124,1
90203026,90473728,1
90203026,189800200,1
90203026,107785488,1
90203026,67719830,1
90203026,170566,1
90203026,55383326,1
90203026,192932592,1
90203026,37686856,1
90203026,192053728,1
90203026,124621620,1
90203026,24882254,1
90203026,116927860,1
40290998,61172214,1
40290998,169114680,1
40290998,188244370,1
40290998,119487068,1
40290998,42503962,1
40290998,28977474,1
40290998,34121510,1
40290998,85793416,1
40290998,174878952,1
40290998,113016248,1
40290998,77767170,1
40290998,135535124,1
40290998,90473728,1
40290998,189800200,1
40290998,107785488,1
40290998,67719830,1
40290998,170566,1
40290998,55383326,1
40290998,192932592,1
40290998,37686856,1
40290998,192053728,1
40290998,124621620,1
40290998,24882254,1
40290998,59120946,1
61172214,169114680,1
61172214,188244370,1
61172214,119487068,1
61172214,42503962,1
61172214,28977474,1
61172214,34121510,1
61172214,85793416,1
61172214,174878952,1
61172214,113016248,1
61172214,77767170,1
61172214,135535124,1
61172214,90473728,1
61172214,189800200,1
61172214,107785488,1
61172214,67719830,1
61172214,170566,1
61172214,55383326,1
61172214,192932592,1
61172214,37686856,1
61172214,192053728,1
61172214,124621620,1
61172214,24882254,1
169114680,188244370,1
169114680,119487068,1
169114680,42503962,1
169114680,28977474,1
169114680,34121510,1
169114680,85793416,1
169114680,174878952,1
169114680,113016248,1
169114680,77767170,1
169114680,135535124,1
169114680,90473728,1
169114680,189800200,1
169114680,107785488,1
169114680,67719830,1
169114680,170566,1
169114680,55383326,1
169114680,192932592,1
169114680,37686856,1
169114680,192053728,1
169114680,124621620,1
169114680,24882254,1
188244370,119487068,1
188244370,42503962,1
188244370,28977474,1
188244370,34121510,1
188244370,85793416,1
188244370,174878952,1
188244370,113016248,1
188244370,77767170,1
188244370,135535124,1
188244370,90473728,1
188244370,189800200,1
188244370,107785488,1
188244370,67719830,1
188244370,170566,1
188244370,55383326,1
188244370,192932592,1
188244370,37686856,1
188244370,192053728,1
188244370,124621620,1
188244370,24882254,1
119487068,42503962,1
119487068,28977474,1
119487068,34121510,1
119487068,85793416,1
119487068,174878952,1
119487068,113016248,1
119487068,77767170,1
119487068,135535124,1
119487068,90473728,1
119487068,189800200,1
119487068,107785488,1
119487068,67719830,1
119487068,170566,1
119487068,55383326,1
119487068,192932592,1
119487068,37686856,1
119487068,192053728,1
119487068,124621620,1
119487068,24882254,1
42503962,28977474,1
42503962,34121510,1
42503962,85793416,1
42503962,174878952,1
42503962,113016248,1
42503962,77767170,1
42503962,135535124,1
42503962,90473728,1
42503962,189800200,1
42503962,107785488,1
42503962,67719830,1
42503962,170566,1
42503962,55383326,1
42503962,192932592,1
42503962,37686856,1
42503962,192053728,1
42503962,124621620,1
42503962,24882254,1
42503962,65087084,1
42503962,213757642,1
28977474,34121510,1
28977474,85793416,1
28977474,174878952,1
28977474,113016248,1
28977474,77767170,1
28977474,135535124,1
28977474,90473728,1
28977474,189800200,1
28977474,107785488,1
28977474,67719830,1
28977474,170566,1
28977474,55383326,1
28977474,192932592,1
28977474,37686856,1
28977474,192053728,1
28977474,124621620,1
28977474,24882254,1
34121510,85793416,1
34121510,174878952,1
34121510,113016248,1
34121510,77767170,1
34121510,135535124,1
34121510,90473728,1
34121510,189800200,1
34121510,107785488,1
34121510,67719830,1
34121510,170566,1
34121510,55383326,1
34121510,192932592,1
34121510,37686856,1
34121510,192053728,1
34121510,124621620,1
34121510,24882254,1
85793416,174878952,1
85793416,113016248,1
85793416,77767170,1
85793416,135535124,1
85793416,90473728,1
85793416,189800200,1
85793416,107785488,1
85793416,67719830,1
85793416,170566,1
85793416,55383326,1
85793416,192932592,1
85793416,37686856,1
85793416,192053728,1
85793416,124621620,1
85793416,24882254,1
174878952,113016248,1
174878952,77767170,1
174878952,135535124,1
174878952,90473728,1
174878952,189800200,1
174878952,107785488,1
174878952,67719830,1
174878952,170566,1
174878952,55383326,1
174878952,192932592,1
174878952,37686856,1
174878952,192053728,1
174878952,124621620,1
174878952,24882254,1
113016248,77767170,1
113016248,135535124,1
113016248,90473728,1
113016248,189800200,1
113016248,107785488,1
113016248,67719830,1
113016248,170566,1
113016248,55383326,1
113016248,192932592,1
113016248,37686856,1
113016248,192053728,1
113016248,124621620,1
113016248,24882254,1
77767170,135535124,1
77767170,90473728,1
77767170,189800200,1
77767170,107785488,1
77767170,67719830,1
77767170,170566,1
77767170,55383326,1
77767170,192932592,1
77767170,37686856,1
77767170,192053728,1
77767170,124621620,1
77767170,24882254,1
135535124,90473728,1
135535124,189800200,1
135535124,107785488,1
135535124,67719830,1
135535124,170566,1
135535124,55383326,1
135535124,192932592,1
135535124,37686856,1
135535124,192053728,1
135535124,124621620,1
135535124,24882254,1
90473728,189800200,1
90473728,107785488,1
90473728,67719830,1
90473728,170566,1
90473728,55383326,1
90473728,192932592,1
90473728,37686856,1
90473728,192053728,1
90473728,124621620,1
90473728,24882254,1
90473728,115861062,1
90473728,90416414,1
90473728,47007716,1
90473728,47031822,1
90473728,117037954,1
90473728,113589202,1
189800200,107785488,1
189800200,67719830,1
189800200,170566,1
189800200,55383326,1
189800200,192932592,1
189800200,37686856,1
189800200,192053728,1
189800200,124621620,1
189800200,24882254,1
107785488,67719830,1
107785488,170566,1
107785488,55383326,1
107785488,192932592,1
107785488,37686856,1
107785488,192053728,1
107785488,124621620,1
107785488,24882254,1
107785488,188981578,1
107785488,107647864,1
107785488,194788906,1
67719830,170566,1
67719830,55383326,1
67719830,192932592,1
67719830,37686856,1
67719830,192053728,1
67719830,124621620,1
67719830,24882254,1
170566,55383326,1
170566,192932592,1
170566,37686856,1
170566,192053728,1
170566,124621620,1
170566,24882254,1
170566,1876294,1
170566,205832162,1
55383326,192932592,1
55383326,37686856,1
55383326,192053728,1
55383326,124621620,1
55383326,24882254,1
192932592,37686856,1
192932592,192053728,1
192932592,124621620,1
192932592,24882254,1
192932592,188981578,1
37686856,192053728,1
37686856,124621620,1
37686856,24882254,1
37686856,59120946,1
192053728,124621620,1
192053728,24882254,1
124621620,24882254,1
81848132,34114740,1
81848132,163716020,1
81848132,140878030,1
86667092,111708286,1
65574156,84991974,1
65574156,141045094,1
65574156,156485668,1
65574156,211780250,1
18432628,90365338,1
18432628,103371368,1
18432628,219668112,1
90365338,103371368,1
90365338,131244014,1
43208406,127972080,1
43208406,45685500,1
43208406,26388092,1
43208406,125167952,1
43208406,39221106,1
43208406,125170836,1
43208406,25316524,1
43208406,103854244,1
43208406,153496484,1
43208406,82438982,1
43208406,157429830,1
43208406,75118996,1
43208406,61689536,1
43208406,130650908,1
43208406,160161796,1
43208406,103005788,1
43208406,22978702,1
43208406,103015162,1
43208406,120589254,1
43208406,57600690,1
43208406,166767494,1
43208406,76606644,1
43208406,92529440,1
43208406,154804342,1
43208406,44294980,1
43208406,88510222,1
43208406,73257528,1
43208406,90994546,1
43208406,76365532,1
43208406,125169410,1
43208406,97419428,1
43208406,127368990,1
43208406,113521852,1
43208406,127969148,1
43208406,38705434,1
43208406,55006622,1
43208406,40965448,1
43208406,131895882,1
43208406,122583618,1
43208406,221150010,1
43208406,3317184,1
43208406,150847996,1
43208406,177455338,1
43208406,185226482,1
43208406,127650468,1
43208406,32968888,1
43208406,102234504,1
43208406,78011900,1
43208406,197004934,1
43208406,41449588,1
43208406,128952122,1
43208406,28639758,1
43208406,97579472,1
43208406,76039808,1
43208406,140899768,1
43208406,40919428,1
43208406,93596442,1
43208406,39287026,1
43208406,73951578,1
43208406,60467560,1
43208406,17318002,1
43208406,154495048,1
43208406,125162374,1
43208406,77171462,1
43208406,185309802,1
43208406,139961544,1
43208406,228557776,1
43208406,123883490,1
43208406,105273094,1
43208406,190220658,1
43208406,102294458,1
43208406,69811088,1
43208406,123300566,1
43208406,123886600,1
43208406,146091342,1
43208406,121514782,1
43208406,188235732,1
43208406,153974628,1
43208406,119120428,1
43208406,219200706,1
43208406,109749590,1
43208406,60168420,1
43208406,183366718,1
43208406,127918770,1
43208406,54966514,1
43208406,38523050,1
127972080,45685500,1
127972080,26388092,1
127972080,125167952,1
127972080,39221106,1
127972080,125170836,1
127972080,25316524,1
127972080,103854244,1
127972080,153496484,1
127972080,82438982,1
127972080,157429830,1
127972080,75118996,1
127972080,61689536,1
127972080,130650908,1
127972080,160161796,1
127972080,103005788,1
127972080,22978702,1
127972080,103015162,1
127972080,120589254,1
127972080,57600690,1
127972080,166767494,1
127972080,76606644,1
127972080,92529440,1
127972080,154804342,1
127972080,44294980,1
127972080,88510222,1
127972080,73257528,1
127972080,90994546,1
127972080,76365532,1
