user,degree,clustering
186318592,11,1.0
99188180,2,1.0
60572534,1,0.0
36135660,3,0.0
178024160,1,0.0
10013628,1,0.0
45414100,1,0.0
20908632,3,1.0
7018074,3,1.0
122700656,3,1.0
28149928,1,0.0
99048938,1,0.0
205334784,3,0.3333333333333333
164110290,8,0.5714285714285714
228331636,1,0.0
5722280,1,0.0
118555018,2,1.0
216700002,1,0.0
125310646,1,0.0
30069158,1,0.0
89718250,1,0.0
90144240,8,0.5357142857142857
39623234,3,1.0
106840618,3,1.0
51316800,2,1.0
66625624,1,0.0
79388414,3,1.0
14794032,1,0.0
109992818,2,1.0
66670092,1,0.0
100503692,1,0.0
99226812,1,0.0
61221382,2,1.0
38714630,1,0.0
224456198,2,1.0
232565416,2,1.0
107525400,1,0.0
204016354,17,0.6764705882352942
206880902,16,0.7666666666666667
154498686,25,0.4166666666666667
58578384,17,0.6911764705882353
106010800,20,0.5578947368421052
223140648,14,1.0
193162948,15,0.8666666666666667
164835878,24,0.4891304347826087
142520834,14,1.0
83908152,16,0.7666666666666667
230690634,19,0.5906432748538012
45255240,36,0.9444444444444444
107561656,35,1.0
188016322,38,0.8506401137980085
90203026,40,0.7743589743589744
40290998,37,0.9024024024024024
61172214,35,1.0
169114680,35,1.0
188244370,35,1.0
119487068,35,1.0
42503962,37,0.8948948948948949
28977474,35,1.0
34121510,35,1.0
85793416,35,1.0
174878952,35,1.0
113016248,35,1.0
77767170,35,1.0
135535124,35,1.0
90473728,43,0.6688815060908084
189800200,35,1.0
107785488,38,0.8492176386913229
67719830,35,1.0
170566,37,0.8933933933933934
55383326,35,1.0
192932592,36,0.946031746031746
37686856,37,0.9024024024024024
192053728,35,1.0
124621620,35,1.0
81848132,3,1.0
86667092,1,0.0
65574156,4,0.6666666666666666
18432628,12,0.6060606060606061
90365338,4,0.6666666666666666
43208406,95,0.8631578947368421
127972080,88,1.0
45685500,92,0.917821309125657
26388092,88,1.0
125167952,88,1.0
39221106,91,0.9355311355311355
56725948,1,0.0
8084114,2,0.0
40172046,1,0.0
29859726,1,0.0
185865382,1,0.0
219833250,1,0.0
219144222,2,0.0
9274650,1,0.0
40662978,2,1.0
54083154,1,0.0
209491574,3,1.0
221386664,1,0.0
102686964,1,0.0
74595144,1,0.0
31665708,1,0.0
58358280,2,0.0
62640160,3,0.3333333333333333
24590776,1,0.0
26233444,1,0.0
34904406,22,0.6277056277056277
12135540,9,0.5555555555555556
63851322,1,0.0
58576448,1,0.0
9205816,5,1.0
2065580,1,0.0
194359214,5,0.6
102175018,5,0.6
110982802,1,0.0
5293974,1,0.0
18367780,2,0.0
193691744,1,0.0
19728538,1,0.0
88644848,7,0.7619047619047619
87801634,7,0.7619047619047619
101341944,1,0.0
91932682,4,0.5
34370734,2,1.0
20822490,1,0.0
20469098,1,0.0
31962820,4,0.5
25081708,3,1.0
14013586,4,0.6666666666666666
15761562,1,0.0
222781526,1,0.0
89152436,1,0.0
195220566,1,0.0
14131110,2,1.0
7272642,3,0.3333333333333333
63062440,2,1.0
21796386,2,0.0
62350784,2,1.0
59979582,2,1.0
93356068,1,0.0
43098788,1,0.0
17970806,3,1.0
13326302,3,1.0
1296418,2,1.0
46958908,1,0.0
18709330,4,0.6666666666666666
53260642,3,1.0
36618388,1,0.0
38705756,3,1.0
59029664,2,1.0
12796114,1,0.0
9860044,2,1.0
235502732,1,0.0
180876624,3,0.3333333333333333
96797912,2,1.0
14105172,1,0.0
21251652,3,1.0
7564444,3,1.0
10523886,1,0.0
109393550,1,0.0
109514986,1,0.0
15541938,3,0.3333333333333333
27052606,1,0.0
91172982,6,0.6666666666666666
110289012,1,0.0
44371156,1,0.0
31325464,1,0.0
120621474,4,1.0
233396002,1,0.0
118311006,1,0.0
79353076,1,0.0
116764270,1,0.0
19121796,1,0.0
16950376,2,1.0
53236228,8,0.25
23487020,4,1.0
2962208,4,1.0
61702840,2,1.0
17791726,5,0.7
2079098,1,0.0
61755074,2,1.0
110045186,2,1.0
6581536,1,0.0
137892910,2,1.0
105577666,2,1.0
102878330,2,1.0
101861996,3,1.0
100496686,3,1.0
101861734,3,1.0
87148234,2,1.0
100879816,1,0.0
30925006,3,0.3333333333333333
29001606,2,0.0
20920084,1,0.0
23566468,2,1.0
20773738,2,1.0
110964428,3,1.0
16821188,3,1.0
111244366,1,0.0
177482572,1,0.0
134000354,1,0.0
82067428,2,1.0
186569688,2,1.0
16676626,3,1.0
98777660,1,0.0
8715558,2,1.0
31102612,2,1.0
222676966,3,0.3333333333333333
162926098,2,1.0
230723344,1,0.0
165105476,2,1.0
135579544,1,0.0
24337094,2,0.0
221515998,5,1.0
231408586,5,1.0
231390712,5,1.0
221514542,5,1.0
231413462,5,1.0
208125416,1,0.0
67684898,1,0.0
234479694,2,0.0
26947434,4,1.0
187825544,4,1.0
123904982,1,0.0
183687944,2,1.0
195902392,3,0.3333333333333333
56737310,3,1.0
182646432,4,0.8333333333333334
235111656,1,0.0
73224242,2,1.0
99806460,2,1.0
235320410,1,0.0
94532036,1,0.0
49283132,1,0.0
70849218,4,1.0
10611588,4,1.0
73651692,4,1.0
13525498,4,1.0
53790558,8,0.7857142857142857
64686806,8,0.75
41909474,13,0.41025641025641024
185134114,7,1.0
108950532,7,1.0
120863916,7,1.0
120863760,7,1.0
62862332,2,1.0
72466260,1,0.0
79147896,1,0.0
199811432,4,1.0
43385762,7,0.8095238095238095
199985810,2,1.0
16971778,2,1.0
27646704,3,1.0
81172868,1,0.0
19253254,1,0.0
17905118,2,1.0
39468654,2,1.0
232399812,1,0.0
115143412,6,0.6666666666666666
119023532,4,1.0
113422696,4,1.0
100814422,6,0.6666666666666666
12373840,2,1.0
15652172,4,0.6666666666666666
24962096,1,0.0
28243664,1,0.0
8473514,2,0.0
49260998,3,1.0
57915730,6,0.4666666666666667
127885576,4,0.6666666666666666
95984426,3,1.0
27164708,2,0.0
29514834,1,0.0
9671156,5,1.0
57632612,3,0.3333333333333333
33453238,1,0.0
19914218,2,1.0
1607416,2,0.0
34116682,3,1.0
8697836,1,0.0
30846246,1,0.0
70491382,3,0.3333333333333333
16059040,4,0.5
133283562,1,0.0
41567514,2,1.0
18660776,2,1.0
62523678,1,0.0
8803334,2,1.0
16968578,2,1.0
18777966,5,0.2
117718138,2,1.0
181607638,1,0.0
53808104,1,0.0
185629334,2,0.0
1844498,3,0.3333333333333333
37864202,2,1.0
27704816,2,0.0
20224448,2,1.0
62318340,3,0.6666666666666666
16282726,3,0.0
83121500,1,0.0
26580810,3,1.0
105138506,1,0.0
162101076,2,1.0
190651480,5,0.7
98097758,1,0.0
108341028,2,1.0
65018544,1,0.0
121125102,1,0.0
11885986,1,0.0
111896316,1,0.0
69967016,1,0.0
49069858,1,0.0
72932454,2,1.0
126621612,1,0.0
192929134,8,0.6428571428571429
150607796,10,0.5111111111111111
103758460,1,0.0
8214246,3,0.6666666666666666
56271792,1,0.0
31670660,2,1.0
73289910,1,0.0
107109940,4,1.0
64654204,8,0.42857142857142855
9842828,1,0.0
103463362,2,1.0
39535276,2,1.0
109986704,3,1.0
20538028,3,1.0
65403574,3,1.0
11023176,1,0.0
41381516,7,0.3333333333333333
41324534,16,0.4166666666666667
52800456,23,0.6007905138339921
64064070,11,0.7090909090909091
12751434,4,0.8333333333333334
126502334,2,0.0
57567048,1,0.0
15165744,2,1.0
67825006,1,0.0
17098032,2,1.0
56171026,2,1.0
101964624,1,0.0
63114266,2,0.0
176338520,1,0.0
21461562,1,0.0
34172894,2,1.0
41506582,2,1.0
194954706,4,1.0
230186578,1,0.0
230201490,1,0.0
155506446,2,0.0
231206228,4,0.3333333333333333
10797932,6,0.4666666666666667
124176728,2,1.0
17211150,2,1.0
7965628,2,1.0
54860798,2,0.0
57135816,1,0.0
47591198,1,0.0
59320462,1,0.0
67022140,2,1.0
60388640,3,0.6666666666666666
88658862,1,0.0
158752004,1,0.0
41502122,6,0.4666666666666667
63968080,2,1.0
90952194,5,0.9
78617988,1,0.0
167827752,4,1.0
167847504,4,1.0
18108584,4,0.6666666666666666
5478054,4,0.6666666666666666
28885378,2,1.0
115069908,5,0.9
26112626,2,1.0
69365126,3,0.3333333333333333
51260068,1,0.0
40548470,1,0.0
84473796,1,0.0
21499508,1,0.0
57772840,3,1.0
90782140,3,1.0
48245498,1,0.0
73137994,1,0.0
25531868,9,0.5555555555555556
205437886,1,0.0
83061502,4,0.8333333333333334
82151972,4,0.5
104294710,4,0.8333333333333334
138896322,4,0.3333333333333333
63736050,3,0.6666666666666666
20185260,4,0.8333333333333334
23105316,13,0.44871794871794873
71014682,4,0.8333333333333334
32907842,5,0.5
41027222,1,0.0
166428990,1,0.0
148553576,2,1.0
148553988,2,1.0
127993914,2,1.0
184956904,2,1.0
11973814,2,1.0
68254638,1,0.0
85190408,18,0.41830065359477125
226950628,1,0.0
163806998,2,1.0
210172828,3,0.3333333333333333
6520266,1,0.0
138539400,4,1.0
42676954,4,1.0
136764564,4,1.0
24885942,3,0.3333333333333333
22582162,6,1.0
102234504,91,0.937973137973138
132028644,9,0.8888888888888888
10280910,30,0.18620689655172415
129547438,2,0.0
39947864,4,0.5
105055758,2,1.0
83157688,3,1.0
86249848,3,1.0
38104876,26,0.5384615384615384
35036498,3,1.0
39036816,3,1.0
83334500,3,1.0
158972322,3,1.0
27522346,3,1.0
13020062,2,1.0
109117766,1,0.0
106855892,3,1.0
31406812,3,1.0
98870560,1,0.0
78534364,1,0.0
62553510,3,1.0
46303824,8,0.21428571428571427
98208168,2,1.0
77625510,2,1.0
38957910,7,0.7142857142857143
73229678,7,0.7142857142857143
17931668,1,0.0
98142598,1,0.0
21093460,1,0.0
26129100,1,0.0
19204752,3,0.3333333333333333
16832740,2,0.0
67732380,1,0.0
43406072,2,0.0
6556008,1,0.0
8054350,1,0.0
137818430,1,0.0
171641576,9,0.8888888888888888
40123412,1,0.0
15172898,2,1.0
61164180,1,0.0
18161568,1,0.0
12106660,10,0.9333333333333333
71075254,3,0.3333333333333333
16774176,10,0.15555555555555556
183209264,1,0.0
91938080,1,0.0
10480056,1,0.0
34038834,1,0.0
20307114,2,1.0
57165128,1,0.0
42345066,1,0.0
41267720,3,1.0
2746754,1,0.0
26228594,2,1.0
12803780,2,1.0
25608356,2,1.0
7047194,1,0.0
18090214,6,1.0
63966980,6,1.0
14375608,1,0.0
6359502,3,1.0
60012442,1,0.0
14058406,1,0.0
3211282,2,1.0
42965484,1,0.0
10640102,1,0.0
223000484,2,0.0
90656632,4,1.0
229994626,2,1.0
8137594,1,0.0
123577010,8,0.5357142857142857
160745928,18,0.21568627450980393
185518300,6,0.4666666666666667
185527016,6,0.4666666666666667
16364474,1,0.0
37436690,5,1.0
115610726,11,0.4
37585806,6,0.8
117202690,1,0.0
214484456,1,0.0
121078746,3,1.0
19160520,2,1.0
72009654,3,1.0
25153758,3,1.0
9549474,3,1.0
28572550,1,0.0
192976588,1,0.0
188400042,1,0.0
39499534,4,0.8333333333333334
45679304,2,1.0
84384364,2,1.0
144550038,1,0.0
81449540,1,0.0
55897460,3,1.0
53685042,1,0.0
163862934,1,0.0
161852486,5,0.8
179946370,4,1.0
88992994,2,1.0
57752956,2,1.0
56966912,2,1.0
11395956,7,0.7142857142857143
90806060,1,0.0
27579836,1,0.0
15323820,2,0.0
91294040,5,0.6
46382490,1,0.0
20348920,4,0.8333333333333334
20361054,4,0.8333333333333334
14189322,5,0.6
54677984,1,0.0
42949174,5,1.0
48197288,1,0.0
19610250,3,0.6666666666666666
59275412,6,1.0
83281598,1,0.0
195744020,1,0.0
195859702,2,1.0
171903622,2,1.0
81495658,1,0.0
22626816,1,0.0
229581068,1,0.0
201944746,1,0.0
17667570,1,0.0
89744410,1,0.0
59383534,12,0.696969696969697
39030472,1,0.0
13149896,1,0.0
60157256,5,1.0
119973980,5,1.0
22724470,8,0.4642857142857143
96574470,5,1.0
18992530,1,0.0
124882,2,1.0
63327618,1,0.0
171510926,4,1.0
51578136,4,1.0
95047888,4,0.8333333333333334
47524732,3,1.0
17083190,1,0.0
168620668,1,0.0
24118582,1,0.0
71854920,1,0.0
143169194,1,0.0
10588854,1,0.0
31976152,1,0.0
30313446,1,0.0
49028954,1,0.0
87269462,1,0.0
12984256,1,0.0
18793446,1,0.0
5818046,3,0.0
119733252,5,0.9
97985510,5,0.9
30415656,2,1.0
35642226,1,0.0
78239228,1,0.0
79262038,1,0.0
42575316,2,1.0
50705120,1,0.0
22243280,1,0.0
108342482,1,0.0
79828090,1,0.0
119602762,5,0.7
196879354,4,1.0
171577586,6,0.4666666666666667
126025832,5,0.7
86203084,1,0.0
73882656,1,0.0
12157900,1,0.0
21281008,1,0.0
37134890,1,0.0
138730428,3,0.3333333333333333
97862026,9,0.6388888888888888
99551854,7,0.8095238095238095
98419030,9,0.6388888888888888
104923890,5,1.0
231607114,2,1.0
231762920,1,0.0
231837228,4,0.5
213599392,11,0.23636363636363636
1753164,3,0.3333333333333333
108680916,1,0.0
62189284,2,0.0
11878292,2,1.0
17709034,2,1.0
25084418,2,1.0
28918140,1,0.0
19813880,10,0.3111111111111111
35160078,1,0.0
22494492,15,0.6285714285714286
49066536,2,1.0
15687300,4,1.0
107958554,2,1.0
104364784,1,0.0
735504,1,0.0
39212584,1,0.0
90049116,2,1.0
45485286,2,0.0
46830378,3,1.0
2233174,3,1.0
2339250,3,1.0
41981382,1,0.0
49334020,1,0.0
46928508,2,1.0
12197538,3,0.3333333333333333
186350306,2,1.0
194380812,2,1.0
230581958,3,0.6666666666666666
57332560,2,1.0
158920230,1,0.0
56550280,2,1.0
46323930,2,1.0
20531598,1,0.0
162165220,1,0.0
72593524,2,0.0
55038848,1,0.0
103252654,1,0.0
69511426,8,0.42857142857142855
121662240,3,1.0
98108896,1,0.0
25474114,4,0.8333333333333334
120540400,3,1.0
215591114,1,0.0
160940704,3,1.0
209337974,1,0.0
230657462,1,0.0
232000432,1,0.0
182918972,1,0.0
188981578,2,1.0
204598994,1,0.0
215675046,2,1.0
231385780,3,0.6666666666666666
160567098,3,1.0
156054232,3,1.0
116094422,3,1.0
116253588,6,0.8666666666666667
157955124,1,0.0
120617660,2,1.0
147620966,2,1.0
158721090,1,0.0
72996874,6,0.6666666666666666
13534506,2,0.0
128704330,1,0.0
210286910,1,0.0
34582766,1,0.0
64401440,1,0.0
233775896,1,0.0
190673084,5,0.6
14665272,1,0.0
180943696,2,1.0
155583308,4,0.6666666666666666
101631112,3,1.0
27752662,3,1.0
96685818,9,0.2777777777777778
36315832,2,0.0
152946906,3,0.6666666666666666
55082348,8,0.32142857142857145
177778882,3,1.0
123187292,1,0.0
127254614,2,1.0
182488118,22,0.6753246753246753
162392984,4,0.5
188230326,1,0.0
61055860,1,0.0
193373082,2,1.0
231338076,1,0.0
91270422,1,0.0
174648614,2,1.0
194071618,2,1.0
196138080,3,0.6666666666666666
43882738,1,0.0
106708520,7,0.9523809523809523
74382774,1,0.0
119692272,1,0.0
62392244,1,0.0
128670566,2,1.0
21932114,2,0.0
175658238,1,0.0
22450244,2,1.0
59385564,1,0.0
25753702,4,1.0
38872254,4,1.0
133327776,10,0.5111111111111111
134775296,10,0.5333333333333333
134786128,13,0.41025641025641024
123820024,11,0.34545454545454546
131268496,1,0.0
17665150,1,0.0
169729062,1,0.0
146848466,2,1.0
67362328,5,0.4
143081418,4,0.5
197066122,4,0.6666666666666666
11020882,7,0.38095238095238093
19213462,5,0.6
26803088,7,0.38095238095238093
59255278,4,1.0
31127310,1,0.0
16655880,3,0.3333333333333333
60629158,1,0.0
65136968,1,0.0
76851102,1,0.0
33220948,1,0.0
85768412,4,1.0
30453254,3,0.6666666666666666
75456524,1,0.0
50564910,3,0.3333333333333333
69810630,1,0.0
104851458,9,1.0
91238676,12,0.7727272727272727
18550104,10,0.9333333333333333
94530498,14,0.5824175824175825
76294956,10,0.8
108140130,9,1.0
90042164,12,0.696969696969697
103715978,2,1.0
9735116,2,1.0
97177996,1,0.0
233535392,1,0.0
231535388,1,0.0
65408824,12,1.0
13784264,6,0.5333333333333333
70945750,6,0.6
164226380,1,0.0
56665544,2,0.0
19840764,10,0.8222222222222222
39374160,1,0.0
82474316,2,0.0
124572690,2,1.0
146317306,2,1.0
93911764,1,0.0
172080458,5,0.5
7839746,1,0.0
35703388,1,0.0
37504262,2,1.0
32959682,2,0.0
92099486,4,1.0
24695460,4,1.0
64452194,4,1.0
147611760,4,1.0
4258780,1,0.0
61311844,1,0.0
37574736,1,0.0
20848270,1,0.0
111255786,1,0.0
57092462,1,0.0
136290542,1,0.0
78971972,1,0.0
73879816,2,1.0
70963430,1,0.0
8158146,1,0.0
72636426,8,0.4642857142857143
99810666,6,0.7333333333333333
23595286,2,1.0
74271026,1,0.0
4062598,1,0.0
43309426,1,0.0
40590540,6,1.0
213781884,1,0.0
26000012,2,1.0
233665188,1,0.0
193741680,1,0.0
5188910,4,1.0
57426122,2,1.0
158670412,2,1.0
127122462,2,1.0
16892774,2,1.0
153785308,1,0.0
9771690,1,0.0
32546612,1,0.0
170914810,4,1.0
108216172,2,1.0
56980348,2,1.0
144837996,2,1.0
152820934,1,0.0
219409010,4,1.0
146170532,5,0.9
133447444,5,0.9
12585988,3,0.3333333333333333
45262176,1,0.0
1673576,1,0.0
8896192,1,0.0
188567354,5,1.0
161364590,5,1.0
91146554,5,1.0
222358248,1,0.0
63393692,3,1.0
32291486,1,0.0
110401576,2,0.0
233188574,3,0.3333333333333333
36470406,1,0.0
43380842,1,0.0
28277716,1,0.0
8747248,2,1.0
175228584,1,0.0
73847538,1,0.0
73856930,1,0.0
25428296,1,0.0
45250180,2,0.0
31909140,1,0.0
235429552,1,0.0
175070522,1,0.0
235515408,1,0.0
235576132,1,0.0
17549200,3,0.0
3877700,3,0.6666666666666666
8644128,1,0.0
70042730,2,1.0
136896864,3,0.3333333333333333
189781390,1,0.0
34961960,2,1.0
87712828,4,1.0
117628072,4,1.0
106681134,4,1.0
61893224,4,1.0
92450864,4,1.0
34820346,3,1.0
31010950,3,1.0
16414418,4,0.5
23118744,3,1.0
3676920,3,1.0
24095452,3,1.0
32498402,1,0.0
10295530,1,0.0
124859620,5,0.9
63933034,12,0.6515151515151515
167192466,8,0.9285714285714286
21824210,11,0.6363636363636364
8685976,11,0.7090909090909091
48526334,7,0.7619047619047619
48648906,9,0.6944444444444444
82850140,1,0.0
48277830,4,1.0
126662972,2,1.0
44397906,2,1.0
221139576,2,1.0
30938246,1,0.0
31539502,1,0.0
77210254,2,1.0
77205380,2,1.0
5579762,1,0.0
39078074,1,0.0
102113008,6,0.5333333333333333
32824264,3,1.0
22106804,2,1.0
67986732,3,1.0
21754088,3,1.0
165708564,2,1.0
26073234,1,0.0
21578270,5,1.0
76560328,2,1.0
162866280,2,1.0
60204542,1,0.0
101760124,1,0.0
79437030,1,0.0
4179106,2,1.0
65106236,1,0.0
31725038,1,0.0
18054440,1,0.0
88015938,1,0.0
169072304,1,0.0
41828178,1,0.0
131555500,1,0.0
73322050,1,0.0
7741364,1,0.0
39898796,2,1.0
2744260,2,1.0
6083940,1,0.0
5577156,1,0.0
34799900,1,0.0
62736634,2,1.0
59681794,1,0.0
12151628,1,0.0
17348554,2,1.0
146458822,11,0.6181818181818182
142271544,1,0.0
22610722,2,0.0
117958212,2,1.0
13835462,1,0.0
50417268,2,1.0
40052502,1,0.0
26166656,4,0.6666666666666666
35194890,30,0.9103448275862069
29635778,34,0.7094474153297683
2026480,46,0.48985507246376814
12057736,44,0.4714587737843552
33738094,43,0.6500553709856035
14712230,29,0.9310344827586207
9838110,34,0.7450980392156863
10029066,54,0.44025157232704404
10818150,45,0.4676767676767677
15823578,31,0.843010752688172
39185702,48,0.49113475177304966
50915436,45,0.5787878787878787
12794196,30,0.9103448275862069
26262896,37,0.5885885885885885
1476080,36,0.7111111111111111
23080668,28,1.0
2029332,43,0.5902547065337763
12938274,1,0.0
4791832,1,0.0
30071948,1,0.0
57890722,2,1.0
26917978,2,1.0
35768682,2,0.0
107989160,2,1.0
38001924,2,0.0
8483044,1,0.0
55760568,1,0.0
81599716,2,1.0
44135800,2,1.0
74279962,2,1.0
45270886,2,0.0
96314762,1,0.0
40500540,2,1.0
23804422,1,0.0
20747454,2,1.0
115642194,2,1.0
26989434,1,0.0
43879876,1,0.0
214764998,3,0.3333333333333333
40331604,1,0.0
11920376,1,0.0
47256552,1,0.0
119733072,4,0.5
56501734,3,1.0
77273188,3,1.0
201301544,3,1.0
234056062,1,0.0
136987262,1,0.0
20991136,3,0.3333333333333333
103600870,1,0.0
171926344,1,0.0
103614068,1,0.0
12904342,2,1.0
112395752,1,0.0
176277790,1,0.0
33353790,1,0.0
109068644,3,1.0
123252472,4,0.6666666666666666
116422974,4,0.6666666666666666
186971368,1,0.0
33036320,7,0.7619047619047619
172879262,7,0.7619047619047619
88443084,10,0.4888888888888889
113944656,8,0.6071428571428571
12534894,2,1.0
90807912,2,1.0
61617426,2,1.0
230335028,1,0.0
133093454,1,0.0
172315770,1,0.0
61537208,2,1.0
59990206,1,0.0
1508156,1,0.0
25812588,1,0.0
7016366,2,1.0
63596520,1,0.0
11320194,1,0.0
28567306,2,1.0
9502292,2,0.0
24464912,2,1.0
11721092,3,0.6666666666666666
110903064,3,0.3333333333333333
128731270,3,0.3333333333333333
105638304,2,0.0
88918088,1,0.0
52171208,1,0.0
3670652,2,1.0
107128816,2,1.0
49394886,1,0.0
70977220,1,0.0
224169590,1,0.0
187251526,1,0.0
224242170,1,0.0
204795434,2,1.0
182455892,3,0.3333333333333333
57830992,3,0.6666666666666666
30555728,4,0.8333333333333334
19940106,1,0.0
19124118,1,0.0
61083988,2,0.0
23099098,1,0.0
22532732,4,1.0
112938484,1,0.0
26378144,2,1.0
44571938,4,1.0
112683882,3,0.3333333333333333
103118234,3,0.3333333333333333
35831714,12,0.4393939393939394
25235146,4,1.0
123402468,1,0.0
216196190,1,0.0
79725154,7,0.6666666666666666
120508294,6,0.8
66734440,8,0.5714285714285714
190762532,1,0.0
62246896,1,0.0
142439314,1,0.0
46053492,1,0.0
137750408,1,0.0
143404234,1,0.0
17664988,7,0.8571428571428571
3102166,1,0.0
2675382,2,1.0
10866714,1,0.0
7198916,1,0.0
63540200,5,1.0
17844704,6,0.6666666666666666
33860254,5,1.0
41256272,3,1.0
11941254,3,1.0
8845170,5,0.8
11767340,1,0.0
121026916,2,1.0
164520682,2,1.0
66009134,2,1.0
66182476,2,1.0
123823720,1,0.0
40885094,1,0.0
29166956,1,0.0
34213068,2,1.0
26137994,3,1.0
19678566,3,1.0
109852944,2,1.0
2486818,3,0.0
9497550,1,0.0
162170196,1,0.0
135022046,1,0.0
55297440,5,1.0
48365884,5,1.0
20631396,5,1.0
94700014,2,1.0
148216766,2,1.0
143804328,1,0.0
128511088,1,0.0
190140154,1,0.0
162392792,4,0.6666666666666666
50558978,1,0.0
229063780,2,1.0
233858832,1,0.0
108603684,1,0.0
154704554,2,1.0
83489504,4,1.0
229594122,2,1.0
15431850,3,0.6666666666666666
212968922,1,0.0
32650142,3,1.0
31850862,1,0.0
72375898,2,1.0
195755308,10,0.5111111111111111
195071504,3,1.0
154750542,13,0.3974358974358974
31476750,2,1.0
43347982,3,0.3333333333333333
235484752,9,0.7777777777777778
76641934,2,1.0
10499846,12,0.6212121212121212
12898314,2,1.0
26046652,2,1.0
86280798,1,0.0
53756192,7,0.5714285714285714
12713200,7,0.47619047619047616
34493102,19,0.16374269005847952
25764040,2,1.0
24881564,2,1.0
33038320,2,1.0
102013930,1,0.0
16438082,2,1.0
105079984,2,1.0
106102316,2,1.0
70415304,2,1.0
97283996,2,1.0
22005798,1,0.0
90526654,1,0.0
13436618,1,0.0
36885982,1,0.0
67286660,1,0.0
105972148,3,1.0
142350104,1,0.0
76389458,1,0.0
99763076,1,0.0
28485416,1,0.0
13676948,2,1.0
215836428,2,1.0
101458688,5,0.6
169957100,4,0.8333333333333334
120704280,4,0.8333333333333334
12481412,4,1.0
110555244,1,0.0
166981122,2,0.0
57737792,1,0.0
113382720,1,0.0
16093942,1,0.0
63774456,2,1.0
6262100,5,0.4
63852146,1,0.0
30598002,5,1.0
78008860,5,1.0
76014882,5,1.0
78009276,5,1.0
31880456,6,0.6666666666666666
144131200,2,1.0
192167286,2,1.0
186629886,3,1.0
194108866,3,1.0
65974110,3,1.0
14755856,3,0.3333333333333333
9196770,1,0.0
5556048,1,0.0
143473712,1,0.0
211013454,1,0.0
66329012,6,1.0
14814596,8,0.7142857142857143
41802098,6,1.0
58741754,6,1.0
32824074,4,0.5
918524,1,0.0
150216332,2,1.0
98644750,2,1.0
171349818,1,0.0
45851472,4,0.5
12428078,1,0.0
34133102,1,0.0
31618718,1,0.0
32415988,2,1.0
143331210,1,0.0
144558426,1,0.0
59774004,1,0.0
21341598,1,0.0
18815450,1,0.0
94094958,1,0.0
62105210,2,1.0
76973586,2,1.0
29874938,1,0.0
145296948,1,0.0
111934272,6,1.0
70046704,7,0.8095238095238095
111933512,6,1.0
45281342,1,0.0
31226304,3,1.0
37818236,1,0.0
89880346,1,0.0
229553416,2,0.0
155923150,6,0.9333333333333333
137721694,4,0.5
200485436,5,0.4
139438888,5,0.3
160548844,1,0.0
4844296,3,1.0
22345140,3,1.0
4767758,3,1.0
30498456,1,0.0
153222110,3,0.3333333333333333
200530302,1,0.0
174976726,1,0.0
179723556,3,0.3333333333333333
123361970,1,0.0
104152062,2,1.0
94913758,2,1.0
91659492,1,0.0
109841540,1,0.0
96920310,1,0.0
121974568,1,0.0
134454582,1,0.0
24079964,2,1.0
105202704,2,1.0
99488092,1,0.0
6674606,2,0.0
6822122,1,0.0
62091380,1,0.0
93209300,1,0.0
35670756,1,0.0
90334268,1,0.0
135239212,1,0.0
24625574,4,1.0
89112872,2,1.0
146438578,2,1.0
5842338,1,0.0
30573884,3,1.0
162653830,3,1.0
10052536,3,1.0
98285716,1,0.0
80908498,1,0.0
38121950,1,0.0
58031236,1,0.0
53081298,4,0.8333333333333334
97559822,4,0.8333333333333334
116579020,4,0.8333333333333334
112097776,1,0.0
15752840,1,0.0
177611446,1,0.0
173889828,1,0.0
21971542,4,1.0
27664902,4,1.0
58834002,3,1.0
131885438,3,1.0
14646498,1,0.0
107139642,1,0.0
95098966,1,0.0
107822320,33,0.4071969696969697
191305622,20,0.5578947368421052
61098792,9,0.5555555555555556
91986222,7,0.8571428571428571
52055198,2,1.0
92256228,1,0.0
134087028,1,0.0
73189064,1,0.0
196912812,1,0.0
47502118,1,0.0
39189746,5,0.3
62546286,4,0.6666666666666666
12080154,2,1.0
139581412,5,0.8
153307156,4,1.0
114350326,5,0.8
86019976,6,0.7333333333333333
187849820,5,0.7
35964342,6,0.7333333333333333
180999354,2,1.0
148451646,1,0.0
200892982,2,1.0
94745164,2,1.0
192373130,1,0.0
29694722,4,0.8333333333333334
95603974,3,1.0
132986626,1,0.0
13357596,2,1.0
47872310,1,0.0
58735744,1,0.0
21528234,5,0.9
21842766,34,0.6987522281639929
69575422,1,0.0
194319396,1,0.0
193435860,1,0.0
26813756,1,0.0
127008984,1,0.0
26184756,1,0.0
51255262,1,0.0
128005252,2,1.0
42542794,2,1.0
58446288,4,1.0
49019832,8,0.32142857142857145
67415426,4,1.0
183412302,1,0.0
112889172,3,1.0
31029748,6,0.4
45455366,1,0.0
215633980,2,0.0
180170300,3,1.0
27623500,1,0.0
183221586,1,0.0
106542502,2,1.0
232202298,2,1.0
227844512,3,1.0
216262432,3,1.0
223330262,3,1.0
134456810,1,0.0
38764866,1,0.0
47169908,1,0.0
56776920,2,1.0
161772758,1,0.0
185075346,2,1.0
202433302,2,1.0
27089146,2,1.0
72034876,2,1.0
126016172,1,0.0
41620468,1,0.0
231075632,1,0.0
28797130,1,0.0
